Id,SalePrice
1737,313127.34
1738,214687.05
1739,328764.25
1740,273309.03
1741,210452.5
1742,173972.45
1743,174804.34
1744,288783.44
1745,221026.14
1746,177550.02
1747,218164.61
1748,230762.3
1749,155830.5
1750,136003.23
1751,247058.89
1752,121531.3
1753,148119.4
1754,192696.1
1755,168417.67
1756,131488.61
1757,117319.04
1758,153445.58
1759,160813.47
1760,174017.6
1761,157057.64
1762,187566.73
1763,169548.02
1764,117758.0
1765,150739.92
1766,183602.52
1767,223383.42
1768,137051.62
1769,158708.03
1770,150226.72
1771,135410.86
1772,131602.02
1773,142599.55
1774,127253.02
1775,128144.234
1776,117214.36
1777,103856.45
1778,137906.86
1779,112618.39
1780,170387.67
1781,124993.95
1782,93639.734
1783,143208.33
1784,97839.1
1785,113870.734
1786,164760.11
1787,155686.11
1788,68669.59
1789,95894.1
1790,89953.8
1791,164127.47
1792,144743.4
1793,129520.19
1794,152258.12
1795,127048.945
1796,124356.18
1797,108890.82
1798,121702.49
1799,97032.26
1800,127128.57
1801,134193.56
1802,131503.78
1803,140628.05
1804,147928.27
1805,135778.12
1806,112205.01
1807,128947.45
1808,116416.15
1809,115709.195
1810,151889.61
1811,99517.195
1812,87656.98
1813,125235.22
1814,100629.23
1815,69787.06
1816,86815.79
1817,119235.67
1818,136488.4
1819,121362.89
1820,74640.6
1821,111964.5
1822,145552.5
1823,54649.797
1824,128196.19
1825,122179.76
1826,94076.82
1827,114845.195
1828,148509.94
1829,123263.05
1830,132805.44
1831,133505.02
1832,103337.95
1833,145475.75
1834,116441.24
1835,149687.58
1836,136305.0
1837,104794.97
1838,130187.19
1839,96272.55
1840,169744.44
1841,139308.97
1842,93970.48
1843,138544.1
1844,139118.44
1845,149267.33
1846,157423.55
1847,167166.48
1848,64161.844
1849,116767.516
1850,120701.96
1851,157917.05
1852,128938.48
1853,140135.25
1854,169656.72
1855,134001.86
1856,220087.39
1857,133798.3
1858,132781.5
1859,125971.18
1860,159521.06
1861,125971.18
1862,273832.9
1863,263926.03
1864,270999.6
1865,311752.8
1866,344872.75
1867,248688.81
1868,303738.62
1869,206474.3
1870,227059.02
1871,239740.08
1872,176082.47
1873,251877.17
1874,151108.97
1875,206805.95
1876,202405.02
1877,207146.84
1878,214910.53
1879,128692.17
1880,137135.3
1881,261131.97
1882,253622.55
1883,191577.61
1884,208472.5
1885,242543.4
1886,296678.2
1887,205150.39
1888,294706.47
1889,168535.12
1890,124192.38
1891,136558.06
1892,107558.78
1893,130609.38
1894,126913.31
1895,134189.45
1896,123278.914
1897,127777.52
1898,117948.62
1899,151002.22
1900,140506.47
1901,189684.36
1902,143437.55
1903,190042.52
1904,157485.7
1905,192627.73
1906,170446.02
1907,195863.95
1908,112503.53
1909,150895.55
1910,124222.71
1911,219237.08
1912,320294.12
1913,155626.0
1914,73938.914
1915,276101.72
1916,72332.32
1917,251227.05
1918,139661.08
1919,169254.47
1920,183370.31
1921,380715.97
1922,330777.97
1923,208868.11
1924,219650.4
1925,205995.17
1926,417542.25
1927,131988.27
1928,152962.25
1929,116856.08
1930,126980.99
1931,144000.33
1932,138334.69
1933,172097.84
1934,190363.94
1935,180605.4
1936,196859.27
1937,192183.14
1938,189206.66
1939,241763.08
1940,184887.67
1941,184817.16
1942,196544.11
1943,210039.25
1944,356468.94
1945,382343.16
1946,154925.7
1947,322536.38
1948,183886.4
1949,249389.67
1950,167515.83
1951,249104.2
1952,215758.05
1953,163155.36
1954,176013.62
1955,128640.63
1956,337752.0
1957,156742.97
1958,321353.7
1959,144756.66
1960,115587.32
1961,123304.55
1962,95176.07
1963,100562.36
1964,118432.28
1965,146856.75
1966,137282.11
1967,282013.6
1968,447189.66
1969,411944.78
1970,427843.28
1971,458126.4
1972,368328.56
1973,271163.22
1974,305700.5
1975,482802.1
1976,283494.53
1977,401138.4
1978,390468.78
1979,374804.22
1980,191945.56
1981,363425.84
1982,215348.36
1983,196359.2
1984,174842.02
1985,228390.73
1986,231950.22
1987,173103.92
1988,180733.44
1989,189992.86
1990,209376.28
1991,225464.19
1992,216671.72
1993,172783.78
1994,225154.98
1995,178194.95
1996,255328.89
1997,317764.3
1998,362675.56
1999,267275.1
2000,328805.97
2001,266561.84
2002,254288.34
2003,274319.34
2004,261899.12
2005,206475.86
2006,220822.4
2007,256106.84
2008,225109.9
2009,197751.55
2010,187571.38
2011,136932.34
2012,164945.47
2013,184445.1
2014,195599.08
2015,197118.89
2016,194661.17
2017,191307.95
2018,133214.9
2019,132974.64
2020,107952.88
2021,110397.59
2022,180978.36
2023,148410.83
2024,249262.23
2025,340052.53
2026,179610.89
2027,155805.1
2028,151749.6
2029,176703.05
2030,268778.84
2031,214383.22
2032,230785.62
2033,242049.83
2034,163741.3
2035,215696.55
2036,196518.25
2037,202910.61
2038,263034.78
2039,228261.61
2040,281488.0
2041,250959.1
2042,203724.8
2043,170317.0
2044,188032.75
2045,212880.67
2046,134122.16
2047,145804.52
2048,138761.61
2049,130669.06
2050,156523.67
2051,106778.555
2052,139865.67
2053,141253.88
2054,92194.04
2055,143451.36
2056,136944.75
2057,119925.74
2058,242906.6
2059,138604.36
2060,173201.52
2061,178502.64
2062,131597.38
2063,108146.195
2064,138271.52
2065,104965.71
2066,166274.83
2067,112644.49
2068,130886.695
2069,86462.4
2070,112275.23
2071,99336.65
2072,131024.45
2073,150965.8
2074,169581.98
2075,137754.12
2076,122138.75
2077,153731.94
2078,134953.97
2079,130295.37
2080,114019.5
2081,121149.766
2082,124783.98
2083,142258.47
2084,115191.266
2085,119437.0
2086,128027.22
2087,124118.5
2088,91011.55
2089,82091.06
2090,128119.555
2091,121632.06
2092,122004.87
2093,124374.914
2094,112320.1
2095,136516.39
2096,74821.625
2097,103099.24
2098,143934.02
2099,70639.0
2100,99447.93
2101,118830.52
2102,119100.32
2103,103286.23
2104,131877.92
2105,115607.38
2106,85684.55
2107,238728.45
2108,122664.04
2109,113613.33
2110,128166.97
2111,133790.02
2112,151695.9
2113,118361.83
2114,122139.56
2115,161067.03
2116,120214.65
2117,140175.48
2118,123978.43
2119,108689.85
2120,124780.766
2121,112771.97
2122,122019.414
2123,83238.9
2124,157444.27
2125,141510.33
2126,157036.22
2127,150003.67
2128,121748.34
2129,103078.305
2130,137960.53
2131,155861.11
2132,127941.164
2133,125760.16
2134,130162.36
2135,105691.26
2136,68525.87
2137,118619.586
2138,138981.45
2139,149125.75
2140,143830.95
2141,145060.97
2142,123502.15
2143,153560.2
2144,118508.43
2145,135089.31
2146,150911.81
2147,142783.53
2148,136138.31
2149,131714.77
2150,216122.56
2151,103033.484
2152,188279.3
2153,186368.52
2154,97291.52
2155,128233.12
2156,316198.4
2157,233035.33
2158,222270.33
2159,207826.55
2160,170158.38
2161,243915.69
2162,481805.8
2163,378679.84
2164,246217.77
2165,178940.69
2166,155400.27
2167,212387.3
2168,210891.3
2169,192964.95
2170,212927.38
2171,137994.61
2172,141733.19
2173,163280.05
2174,247327.4
2175,311438.12
2176,339626.7
2177,245991.52
2178,207613.0
2179,138633.17
2180,240770.23
2181,198581.58
2182,229436.0
2183,193029.92
2184,127608.26
2185,131004.46
2186,146922.72
2187,154019.56
2188,142902.86
2189,172422.95
2190,80379.44
2191,83751.87
2192,85257.586
2193,102300.81
2194,104987.836
2195,111276.51
2196,99807.56
2197,123460.34
2198,143367.25
2199,186924.23
2200,159023.16
2201,132601.44
2202,196957.86
2203,136754.47
2204,200432.66
2205,129254.64
2206,133574.17
2207,194575.61
2208,247626.19
2209,239985.53
2210,122563.125
2211,121775.87
2212,119440.766
2213,100436.04
2214,141145.61
2215,107263.97
2216,145001.22
2217,95371.33
2218,78393.82
2219,82975.52
2220,87819.14
2221,282630.7
2222,262402.62
2223,334950.1
2224,211761.94
2225,154520.08
2226,208485.22
2227,203340.27
2228,271214.44
2229,249350.44
2230,166566.39
2231,227360.42
2232,179423.08
2233,184215.69
2234,228659.67
2235,235650.56
2236,294528.9
2237,367551.7
2238,200652.61
2239,120959.05
2240,164835.86
2241,161579.19
2242,122056.89
2243,125858.06
2244,99726.016
2245,101557.17
2246,137117.25
2247,112380.96
2248,131520.2
2249,129539.7
2250,129255.51
2251,110731.95
2252,184795.12
2253,170257.08
2254,174716.67
2255,194939.28
2256,183401.97
2257,214316.38
2258,157512.75
2259,185743.22
2260,163195.05
2261,193294.64
2262,205409.8
2263,373694.6
2264,440167.2
2265,166285.14
2266,281236.84
2267,349066.8
2268,394591.8
2269,162661.47
2270,180461.31
2271,221381.39
2272,192616.72
2273,163018.95
2274,178901.27
2275,145750.02
2276,182431.89
2277,186940.81
2278,139509.98
2279,123487.42
2280,120508.96
2281,177529.69
2282,191936.4
2283,93772.445
2284,107915.625
2285,131839.44
2286,128856.12
2287,346781.0
2288,275741.22
2289,397772.72
2290,445504.0
2291,310308.84
2292,432264.88
2293,464407.62
2294,415824.78
2295,428930.8
2296,263145.4
2297,277310.84
2298,339025.1
2299,398537.1
2300,347902.94
2301,262365.1
2302,263916.72
2303,260884.55
2304,234926.69
2305,189937.6
2306,192543.44
2307,195173.48
2308,218409.44
2309,248064.89
2310,199632.78
2311,201068.47
2312,182410.84
2313,175333.11
2314,147682.86
2315,180884.31
2316,195535.66
2317,197647.28
2318,184442.81
2319,182762.06
2320,186402.81
2321,247288.02
2322,177405.47
2323,174498.38
2324,171072.66
2325,212903.0
2326,167862.22
2327,208085.16
2328,221201.38
2329,196390.28
2330,185480.53
2331,388483.1
2332,379801.4
2333,337267.25
2334,259928.67
2335,257878.08
2336,328911.34
2337,199685.33
2338,270418.44
2339,214178.66
2340,377683.7
2341,238505.22
2342,228452.83
2343,224328.31
2344,222243.4
2345,236193.25
2346,208817.92
2347,198115.11
2348,231694.42
2349,194749.56
2350,272942.53
2351,236169.6
2352,248395.12
2353,274174.44
2354,138764.12
2355,135459.3
2356,148116.02
2357,193280.62
2358,201669.94
2359,125334.03
2360,125146.27
2361,151310.28
2362,290830.88
2363,136234.95
2364,154609.25
2365,208468.9
2366,185738.27
2367,227644.0
2368,208941.83
2369,226493.25
2370,181330.44
2371,175562.67
2372,186917.28
2373,277241.84
2374,318401.03
2375,263542.22
2376,267927.16
2377,348030.03
2378,151275.08
2379,196547.48
2380,139452.25
2381,157661.83
2382,181401.36
2383,203520.31
2384,243858.7
2385,164178.5
2386,132695.55
2387,139123.62
2388,92100.98
2389,119535.34
2390,148121.25
2391,138610.03
2392,112802.625
2393,160282.62
2394,145867.94
2395,210959.69
2396,148482.03
2397,242188.84
2398,135309.92
2399,44214.25
2400,53391.195
2401,113477.11
2402,138484.78
2403,136735.03
2404,163282.06
2405,166901.58
2406,135151.67
2407,136650.3
2408,139066.84
2409,126138.88
2410,164731.2
2411,124808.97
2412,154225.48
2413,133062.8
2414,147010.19
2415,132930.77
2416,119569.32
2417,130479.41
2418,130561.93
2419,129719.95
2420,127330.234
2421,145558.05
2422,116767.516
2423,126935.945
2424,178219.61
2425,225976.73
2426,144339.66
2427,132703.66
2428,163262.14
2429,118762.09
2430,127351.73
2431,107784.27
2432,140780.62
2433,154282.27
2434,148293.55
2435,158196.36
2436,107105.12
2437,111084.484
2438,128643.695
2439,116381.29
2440,119278.33
2441,109012.805
2442,107616.65
2443,116944.04
2444,126775.53
2445,81906.98
2446,132817.73
2447,158254.3
2448,142751.39
2449,110811.18
2450,135692.17
2451,132869.8
2452,190411.5
2453,96308.73
2454,117320.375
2455,127304.98
2456,132343.95
2457,125878.95
2458,121736.85
2459,112402.83
2460,146784.77
2461,119121.56
2462,132611.42
2463,129089.94
2464,190533.75
2465,135921.28
2466,118492.5
2467,139084.22
2468,84038.62
2469,77034.07
2470,188459.12
2471,193232.89
2472,177511.23
2473,136478.25
2474,104435.9
2475,206639.77
2476,107448.77
2477,128139.47
2478,151581.95
2479,108290.89
2480,163512.08
2481,123982.92
2482,134935.44
2483,114397.67
2484,122119.06
2485,126155.84
2486,168753.38
2487,159696.58
2488,140717.94
2489,134588.44
2490,143369.86
2491,92372.695
2492,185584.92
2493,149754.97
2494,154073.48
2495,77602.95
2496,267233.8
2497,143526.22
2498,118646.28
2499,92446.02
2500,134576.25
2501,132349.52
2502,162920.89
2503,89100.51
2504,182288.4
2505,220359.16
2506,254369.11
2507,314425.16
2508,253511.31
2509,223361.27
2510,217890.78
2511,177387.53
2512,206049.2
2513,219271.17
2514,215525.88
2515,156128.45
2516,170138.27
2517,149287.25
2518,155803.31
2519,230506.28
2520,215084.0
2521,192173.05
2522,218434.02
2523,120116.09
2524,145140.95
2525,153631.1
2526,137225.31
2527,122214.25
2528,125794.7
2529,139268.98
2530,121771.69
2531,261787.75
2532,227647.25
2533,195578.19
2534,222707.84
2535,317972.25
2536,221060.7
2537,228307.77
2538,185388.05
2539,190431.84
2540,177584.39
2541,180772.73
2542,178957.4
2543,127628.46
2544,115592.5
2545,138574.88
2546,121698.08
2547,140149.14
2548,166211.25
2549,174417.02
2550,201455.81
2551,139551.38
2552,129110.625
2553,78895.21
2554,111768.73
2555,116909.36
2556,104830.45
2557,116459.34
2558,128454.05
2559,132130.58
2560,152038.44
2561,126146.945
2562,124383.695
2563,148061.92
2564,197873.8
2565,153257.94
2566,189351.08
2567,139279.08
2568,190437.48
2569,204238.36
2570,120551.26
2571,207514.42
2572,148899.94
2573,208331.19
2574,201989.08
2575,121650.16
2576,140679.97
2577,162277.05
2578,92436.766
2579,86901.52
2580,133477.64
2581,113014.22
2582,125314.31
2583,286458.78
2584,151407.42
2585,208975.7
2586,200067.14
2587,198560.17
2588,136649.64
2589,142736.83
2590,215146.98
2591,201318.86
2592,211538.69
2593,241782.67
2594,164891.52
2595,181985.66
2596,334070.56
2597,192477.16
2598,283836.47
2599,291224.72
2600,138090.31
2601,159699.47
2602,86600.95
2603,97149.945
2604,89261.59
2605,79230.89
2606,150305.83
2607,194529.4
2608,192272.6
2609,180734.81
2610,109721.43
2611,125910.164
2612,161401.77
2613,132327.3
2614,135244.77
2615,151709.22
2616,148364.12
2617,197554.56
2618,202531.3
2619,191663.14
2620,191767.53
2621,174210.05
2622,193204.33
2623,261436.47
2624,385369.84
2625,286869.66
2626,177265.78
2627,167443.0
2628,452927.25
2629,476323.4
2630,342363.88
2631,444498.62
2632,429510.44
2633,307718.47
2634,432414.97
2635,155198.11
2636,177489.58
2637,158061.98
2638,253980.05
2639,187325.22
2640,144137.31
2641,114287.2
2642,212152.88
2643,106998.23
2644,130967.484
2645,94088.04
2646,89999.19
2647,96592.41
2648,147872.27
2649,140209.97
2650,130893.56
2651,145069.0
2652,428853.12
2653,245086.23
2654,257524.42
2655,398726.78
2656,288455.06
2657,311882.2
2658,271743.12
2659,287039.62
2660,369414.16
2661,356830.8
2662,348892.75
2663,288726.97
2664,245574.52
2665,310601.7
2666,269848.34
2667,170836.9
2668,178787.33
2669,182508.11
2670,269734.1
2671,180314.39
2672,187370.61
2673,212531.97
2674,214595.14
2675,159981.33
2676,188611.23
2677,204710.86
2678,257899.23
2679,258440.9
2680,280909.84
2681,389989.06
2682,340902.62
2683,491733.3
2684,315409.62
2685,348104.06
2686,251582.61
2687,306458.88
2688,205631.66
2689,192998.62
2690,429600.97
2691,199305.02
2692,134342.22
2693,178685.75
2694,134061.03
2695,189221.45
2696,174089.97
2697,199536.47
2698,196001.66
2699,180288.42
2700,167896.48
2701,158371.77
2702,121188.37
2703,131331.95
2704,133064.7
2705,125148.9
2706,116131.61
2707,129250.945
2708,132179.36
2709,95298.32
2710,125255.766
2711,319723.44
2712,391988.06
2713,162502.53
2714,153451.28
2715,173024.03
2716,152097.17
2717,181833.5
2718,229045.98
2719,164823.9
2720,163127.2
2721,137354.67
2722,166373.02
2723,142072.05
2724,128171.125
2725,130527.32
2726,145526.83
2727,168439.53
2728,171308.73
2729,152282.67
2730,139628.05
2731,125013.39
2732,133615.33
2733,154023.38
2734,160850.58
2735,130844.39
2736,138081.89
2737,121848.01
2738,132591.7
2739,164623.3
2740,127780.33
2741,153008.66
2742,153747.77
2743,154510.2
2744,151502.19
2745,135249.4
2746,131700.83
2747,142598.33
2748,113376.51
2749,133287.1
2750,130060.73
2751,132035.72
2752,166497.94
2753,146440.39
2754,255500.61
2755,130973.1
2756,95640.84
2757,70882.55
2758,84861.31
2759,150457.7
2760,128390.11
2761,147289.6
2762,140145.8
2763,190766.48
2764,147034.58
2765,284383.0
2766,123785.734
2767,95996.41
2768,131978.31
2769,129896.234
2770,137344.7
2771,121496.414
2772,122797.36
2773,149377.69
2774,146368.9
2775,128572.44
2776,128190.69
2777,127579.05
2778,96022.87
2779,121810.016
2780,100498.22
2781,107701.56
2782,91913.55
2783,107034.56
2784,128722.734
2785,135448.84
2786,73699.766
2787,115698.82
2788,84557.16
2789,174056.42
2790,95041.734
2791,113121.73
2792,56866.03
2793,168468.44
2794,103012.164
2795,123400.305
2796,110560.266
2797,193620.27
2798,121855.8
2799,104673.71
2800,66898.3
2801,117232.36
2802,137543.42
2803,148260.03
2804,134307.5
2805,100535.7
2806,88117.63
2807,150919.02
2808,153455.38
2809,135475.84
2810,131328.94
2811,160567.97
2812,159117.97
2813,134004.16
2814,144054.03
2815,95087.06
2816,222808.97
2817,149983.66
2818,127748.164
2819,146132.77
2820,138697.31
2821,103489.34
2822,189717.1
2823,307329.56
2824,172727.6
2825,151304.22
2826,136256.9
2827,136851.4
2828,218394.84
2829,205521.48
2830,241470.89
2831,185176.53
2832,276880.38
2833,271976.2
2834,209396.44
2835,219966.11
2836,186652.39
2837,158226.08
2838,157502.83
2839,179835.77
2840,198974.75
2841,204968.72
2842,221586.9
2843,146407.3
2844,158777.97
2845,120699.43
2846,205258.81
2847,212036.36
2848,201315.8
2849,206796.48
2850,271413.16
2851,228246.81
2852,246381.25
2853,235819.17
2854,137014.5
2855,195242.36
2856,201447.16
2857,184033.94
2858,197714.6
2859,124578.51
2860,132195.61
2861,135990.64
2862,185605.28
2863,126918.03
2864,235594.61
2865,138285.62
2866,136738.16
2867,96122.64
2868,96466.56
2869,110229.266
2870,135778.77
2871,96490.85
2872,61573.418
2873,99450.4
2874,147082.27
2875,115429.24
2876,148964.28
2877,132051.22
2878,179770.61
2879,148533.03
2880,109168.66
2881,152231.98
2882,189182.48
2883,180528.27
2884,190636.81
2885,181307.27
2886,261460.89
2887,95862.28
2888,134291.62
2889,56840.55
2890,86406.18
2891,132660.12
2892,57144.492
2893,87128.24
2894,54231.12
2895,303813.38
2896,274333.2
2897,202367.19
2898,139100.94
2899,206790.77
2900,164022.16
2901,206077.11
2902,194409.6
2903,343726.47
2904,337048.94
2905,88415.8
2906,199937.05
2907,107708.85
2908,133258.11
2909,140382.03
2910,82628.7
2911,86841.3
2912,148146.67
2913,83399.805
2914,83750.43
2915,87219.86
2916,81617.22
2917,168156.88
2918,125495.86
2919,217009.22
